tweets	sentiment	topics
At least they are wearing masks… but THERE IS STILL A PANDEMIC. https://t.co/UrUMapuCsR	1	3
15 Friends of US Omicron Patient Also Have COVID-19 #animeconventions #newyork  https://t.co/RW1jDQwI4n	0	2
she‘s a freakin BOSS!🔥 #Australia #Covid @gassin123Charts https://t.co/pCucmLA1Qj	0	7
@khoidaooo is quarantine just making you an advid wattpad fan	0	7
@HighTimes1235 @The_Other_Truth What facts would you like?  Covid is a 99.95 survival rate Mask don't stop the spread of any virus including covid. Um 6 feet also doesn't work right along with lock downs!  Vaccines are not stopping the spread of the virus or from catching the virus Mask are useless 💯💥 https://t.co/iBlFR37p7f	-1	3
I have become immune to coffee and redbull. Who do I blame? The kids or the vaccine?	0	7
@ASIDANZ Special Interest Group @vacsig "supports the decision by @TGAgovau to provisionally approve #Pfizer for 5-11y children, subject to ATAGI advice." https://t.co/tRRK98wDzK	1	1
The problem of "shortage of containers" can be mentioned, but the fundamental problem is "congestion" rather than "shortage". So, I think it's better to use AI to search for efficient routes than to increase production. #Trade #coronavirus #コロナ	0	3
Original news article https://t.co/9GjUmn2vEN	0	7
so when they were made to order prior to 2020, the people ordering them didn't expect COVID-19 to hit and they underordered, thus the shortage	0	6
@SimonM_72 @Th0rnickle @afneil Wearing a seatbelt protects the wearer, not the person sitting next to them. Isn't that what we're being told about the vaccine?	1	1
Renowned virologist warns of ‘collapse of our health system’ due to complications from COVID vaccines - LifeSite https://t.co/aCuMK7uGGz	1	4
This is worrisome. Batch problem? Population issue?  https://t.co/07CUKutC2o	0	7
I would LOVE to do a whole vaccine campaign just around this fact. https://t.co/1YHtyFaLiY	1	1
@twistsmom @Anand_Gopal_ @yashalevine the vaccine hesitancy talked about in this article, specific anxiety or ideological concerns for covid, is a small minority. the history of anti vaccine sentiment is talking about eras when it was huge. most Americans are not anti vax today	1	6
that means after the 10-day quarantine of the boys, they will immediately go to their hometowns	0	7
@Americanism37 @revmaddog3 @0xDeoxys @Palewolf002 @bisc79 In reading the actual reports, hospitalizations are down across the board. It stems from reopening and people thinking they are 100% safe when they get the vaccine. It’s encouraging that even with an outbreak, because of their 98% vaccine rate, that their hospital is not slammed	1	6
Artemisinin is the antidote to the CCP virus and the CCP virus vaccine. Meanwhile, artemisinin also exhibits promising therapeutic effects to many other conditions. We will continue to report these results as more data to be collected. Please follow the doctor's advice.	0	4
@bill_kovsky @ATschugguel Because clinical trials end in May 2023. Because I don’t want to be part of the green pass (social credit system) which is essentially communist traits under the illusion of democracy. Because I am anti government. Because vax vs unvaccinated share precise viral loads etc etc.	0	4
@ChrisFriese_RN @EmmaCrockerDNP So 2-shot series of a vaccine with high efficacy and limited side effects or 40 pills over 5 days for a chance it will reduce your risk of hospitalization 🤔 and I'm sure those same people will also be highly adherent to all the pills 🙄	1	1
@jlgmpy yup, but for BTS, Armys are totally understand that they want to take a rest a bit. They have done so much during this covid times. https://t.co/8XlFerdkMD	0	7
NAIIYAK AKO PLS they deserve this so much and to think that they worked non stop even when the pandemic happend :( they are finally getting the rest they deserve too :(	0	7
Sooo happy BTS will be able to rest!!!! They haven’t stopped since their last break, and even through the pandemic they kept doing things to make us happy.. they deserve this and so much more !! 😭 have the BEST TIME off my lovelies @BTS_twt	0	7
Welcome Back to Korea Jin, Jimin and Jungkook 💜  Rest of the members will go after them. Upon arrival at the airport, they will undergo a PCR test and then enter self-quarantine for 10 days.. Have a good rest and stay healthy Bangtan 🥰  #BTS #방탄소년단 @BTS_twt https://t.co/fXqcj3yFtY	0	7
Outrage As Oak Park River Forest Ban Activities Due To COVID Outbreak https://t.co/PWmZ0fVmJ5 via @YouTube	0	7
bts’ vacation is long overdue. they deserve to rest after staying active for so long during the covid outbreak. i’m so thankful they’ve provide so much happiness to us for so long and gave us more than what we asked for. i hope they enjoy every second of their vacation! DESERVED!	0	7
In the next breath, though, she told me she barred my fully vaxxed aunt from visiting recently because of the risk of COVID - she wasn't sick or under the weather, she was just around people.	0	1
@donwinslow My sister, a funny, hard working and always giving person is a nurse and a Republican who is on the edge. She believes some of the BS - enough to make any talk of vaccines or COVID impossible. It makes me very sad.	1	4
Super happy for them they get to celebrate the holidays with their families 💜 after saving us from the pandemic period, its their turn to get their much needed break ☺️	0	7
@keilynhathaway It's only makes the days to come that much more exciting. COVID and hate won't last forever. Both viruses will be defeated.	0	7
Va. physician sues for right to treat patients for COVID-19 https://t.co/iYfZREfUYk	0	7
@RTE_PrimeTime @ConorWilson Do not comply.   Comply and your life never comes back. It is not ebola. Government are the danger, not a virus.  Flu killed as many each year and you actually know that - elderly died of flu. Now elderly die of covid.   Is normal gone for ever? Only if you let them take!	-1	6
If you catch COVID from an unvaxxed coworker/boss in this situation, you should probably talk to an employment lawyer about what constitutes unsafe working conditions.  Canadian employers, facing labor shortage, accommodate the unvaccinated https://t.co/PdNJCoyj3Z	1	1
@imhopin Thank you!  My daughter received her second Covid vaccine today!  You are a true hero!	1	1
@cameronmcnz @HopeAldridge @charlesadler And yet, the Post went with it? My point is: Tickets are being sold to an anti-everything pandemic meet and greet, hosted by Rebel Media with his Krista listed as a speaker…… and daughter of the Premier. She is the one using that position which puts her in the spotlight. 1/2	0	4
@kim86619147 Covid scam orchestra: https://t.co/mrgTtuXfi1	0	7
@vaxicanrc @LesserMegadeath @grim_raven_ @Cherie59789095 A lockdown where I can go to shopping malls and shop is not a hard lockdown. And what we're seeing – case rates falling even as restrictions are peeled away – is the effect of widespread vaccination on transmission.	1	3
Trump Rips Biden Failures Across The Board In New Interview: COVID, Inflation, Border Crisis https://t.co/YbxwNqRk60 via @TPInsidr	1	3
@JustinTrudeau How do you know you are not sterilizing your child, if in fact your children got the COVID jab and not the placebo remains to be seen	0	4
Eating spicy food as a surrogate COVID test	0	7
Artificial intelligence (AI) is stepping up in more concrete ways in blockchain, education, internet of things, quantum computing, arm race and vaccine development.  https://t.co/vssIq4w7iW via @BBNTimes_en	1	1
@InnerVoltRock or dead... long term Covid is real but what does 'feminizes people' even mean???	1	5
You are the only smart one in the family. It won’t be that long before 1 or more have health issues because of the vaccine. Buy them this book for Xmas The Real Anthony Fauci. It about the vaccine and the corrupt pharmacist https://t.co/UK9J0Yoj3c	-1	1
@labronland @MadridXtra @marca It's defo not worth it since it's pandemic era and we've seen what Barcelona has gone through with mad wages structure in the club, which is why Messi was affloaded casue he made similar amount of money at the club.	0	7
So that's how I thought the pandemic's third year might impact academia, back in 2020.  Now I'll provide an update - but on the blog, and tomorrow.	0	6
@Sportsnet Is there anything Covid hasn't ruined.  This amazing run is cut down by political nonsense.	0	4
@waynewarrior411 @cfc_massi @TiffTruthSeeker @leijah19 @JoeBiden My mother from Covid and she had vaccinated and booster.	0	1
@SikhForTruth @critica18495985 She reminds me of Bill Gates....zero medical education, yet daily regurgitates covid/vax like they are experts.	-1	1
@HeyJustAskin @AxJax @RBReich the reasoning, research, and data as to why vaccines are important in the fight against covid has been publicly available for months now. you simply won’t budge because you’re too prideful and selfish and can’t admit that your initial opinion was wrong. maybe one day.	1	1
.@paulkrugman Reading your columns and reading "Covid Malaise" by David Leonhardt. It's like when a recession is declared to be over, and regular people protest that it is not over.	0	4
The likes of Gates, WEF the co are going to be furious with the virus not playing ball. A virus with at worst severe cold like symptoms is no use whatsoever for terrorising people into compliance. What card will they play next I wonder?	-1	5
2/7/21 (12$  @TomBrady won the historical 1st covid  (19) sb with limited fans. 31-9 (40) total over (15) @PatrickMahomes   The USA doctor for all covid (19) news DR Anthony Fauci born (12)/(24)/19(40)   TB12 and PM15 1st sb wins age (24) #Fauci #Batman https://t.co/Wrwd5n9lzn	0	7
@MaBovill @lisa_iannattone @stuperbug I am not a virologist, but Novavax (along w/ the other big-name vaccines) targets the spike protein. Since Omicron has so many spike protein mutations, it could be that it also will be vastly weakened, just like Pfizer/Moderna/AZ.	0	2
@ChelseaHillier6 @randyhillier Is this for real? Who is he trying to fool? We’ve lost our democracy during this pandemic and have unprecedented levels of authoritarianism.	0	4
@Draknek Ah cheers, I know the place near me is turning away under 40s.  Though getting a cheeky early walk-in is how I wound up getting AZ when I'm in the age group that should've got Pfizer 😅	1	1
